ref_id,original_authors,original_year,original_title,pub_title,journal_abbrev,volume,doi_extracted,doi_final,lang,pub_title_en,source_type,author_count,is_complete,flags
REF-00540,ISO,2016,ISO 9241-391:2016 — Ergonomics of human-system interaction: Requirements for the reduction of photos,ISO 9241-391:2016 — Ergonomics of human-system interaction,,,,,en,,standard,1,1,
REF-00541,"Unwin, K.L., Powell, G. & Jones, C.R.G.",2022,Use of Multi-Sensory Environments with autistic children. Autism 26(6). PMC9340127. DOI:10.1177/1362,Use of Multi-Sensory Environments with autistic children. Autism 26(6). PMC93401,,,10.1177/13623613211050176,10.1177/13623613211050176,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00542,"Unwin, K.L., Powell, G. & Jones, C.R.G.",2023,Follow-up study — sensory room control findings replicated. Autism,Follow-up study — sensory room control findings replicated. Autism,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00543,"Rashid, M. et al.",2025,Taxonomy for sensory-informed architectural design in autism. Build Res Inf. DOI:10.1080/09613218.20,Taxonomy for sensory-informed architectural design in autism. Build Res Inf,,,10.1080/09613218.2025.2459737,10.1080/09613218,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00544,Architecture & Access / Amaze / Deakin,2025,Reset Rooms / Sensory Rooms / Chill-Out Zones Design Guide,Reset Rooms / Sensory Rooms / Chill-Out Zones Design Guide,,,,10.3403/00200354,en,,,3,1,SOURCE_TYPE_UNKNOWN
REF-00545,NCSE Ireland,2025,Sensory Spaces in Schools,Sensory Spaces in Schools,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00546,"Petaccia, G. et al.",2021,Built Environment Design and People with ASD: Scoping Review. IJERPH 18(6):3203. DOI:10.3390/ijerph1,Built Environment Design and People with ASD,IJERPH,18,10.3390/ijerph18063203,10.3390/ijerph18063203,en,,standard,1,0,ET_AL_INCOMPLETE
REF-00547,"Black, M.H., Sharma, A. & Roberts, J.",2022,Scoping review of environmental design for ASD. Autism. SAGE. DOI:10.1177/13623613221102753,Scoping review of environmental design for ASD. Autism. SAGE,,,10.1177/13623613221102753,10.1177/13623613221102753,en,,standard,2,1,
REF-00548,ABCB,2022,NCC 2022 — Livable Housing / accessible public building provisions,Livable Housing / accessible public building provisions,,,,,en,,standard,1,1,
REF-00549,RCOT / NAS,n.d.,Sensory environment guidance,Sensory environment guidance,,,,,fr,,guideline,2,1,NEEDS_TRANSLATION
REF-00550,"Vetter, M.J. et al.",2025,Paediatric outpatient waiting room design and autistic children: pilot study. HERD. DOI:10.1177/1937,Paediatric outpatient waiting room design and autistic children,,,10.1177/19375867251353735,10.1177/19375867251353735,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00551,"Brown, T.M. et al.",2022,"Recommendations for daytime, evening, and nighttime indoor light exposure. PLOS Biol 20(3):e3001571.","Recommendations for daytime, evening, and nighttime indoor light exposure. PLOS ",,,10.1371/journal.pbio.3001571,10.1371/journal.pbio.3001571,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00552,CIE,2018,CIE S 026/E:2018 — System for Metrology of Optical Radiation for ipRGC-Influenced Responses,CIE S 026/E:2018 — System for Metrology of Optical Radiation for ipRGC-Influence,,,,,en,,standard,1,1,
REF-00553,DIN,2022,DIN/TS 67600:2022 — Biologically effective illumination: design guidelines,DIN/TS 67600:2022 — Biologically effective illumination,,,,,en,,standard,1,1,
REF-00554,"Lucas, R.J. et al.",2014,Measuring and using light in the melanopsin age. Trends Neurosci 37(1):1–9,Measuring and using light in the melanopsin age,Trends Neurosci,37,,10.1016/j.tins.2013.10.004,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00555,IWBI,2024,WELL Building Standard v2 + v6 Feature L07: Circadian Lighting Design,WELL Building Standard v2 + v6 Feature L07,,,,,en,,standard,1,1,
REF-00556,"Ticleanu, C. et al.",2025,Assessing melanopic equivalent daylight illuminance in office spaces. Light Res Technol. DOI:10.1177,Assessing melanopic equivalent daylight illuminance in office spaces. Light Res ,,,10.1177/14771535251317740,10.1177/14771535251317740,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00557,"Kolberg, E., Pallesen, S., Hjetland, G.J. et al.",2022,Insufficient melanopic EDI in nursing home dementia units across seasons and gaze directions. Light ,Insufficient melanopic EDI in nursing home dementia units across seasons and gaz,,,10.1177/1477153521994539,10.1177/1477153521994539,en,,,3,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00558,"Grant, L.K., St Hilaire, M.A., Heller, J.P. et al.",2022,Impact of Upgraded Lighting on Falls in Care Home Residents. J Am Med Dir Assoc 23(10):1698-1704. DO,Impact of Upgraded Lighting on Falls in Care Home Residents,J Am Med Dir Assoc,23,10.1016/j.jamda.2022.06.013,10.1016/j.jamda.2022.06.013,en,,journal_article,3,0,ET_AL_INCOMPLETE
REF-00559,IES,2023,RP-46-23: Recommended Practice — Supporting the Physiological and Behavioral Effects of Lighting in ,RP-46-23,,,,,en,,standard,1,1,SHORT_TITLE
REF-00560,CIE,2023,CIE TN 015:2023 — Second International Workshop on Circadian and Neurophysiological Photometry,CIE TN 015:2023 — Second International Workshop on Circadian and Neurophysiologi,,,,,en,,standard,1,1,
REF-00561,"Bettarello, F. et al.",2021,Room acoustic parameters and accessibility. Appl Sci 11(9):3942,Room acoustic parameters and accessibility,Appl Sci,11,,10.3403/30081120u,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00562,DfE,2015,BB93:2015 — Acoustic Design of Schools,BB93:2015 — Acoustic Design of Schools,,,,,en,,standard,1,1,
REF-00563,ASA,2010,ANSI/ASA S12.60-2010/Part 1 — Schools,ANSI/ASA S12.60-2010/Part 1 — Schools,,,,,en,,standard,1,1,
REF-00564,UNI,2020,UNI 11532-2:2020 — Acoustic requirements for buildings,UNI 11532-2:2020 — Acoustic requirements for buildings,,,,,en,,standard,1,1,
REF-00565,Standard Norge,2019,NS 8175:2019 — Sound conditions in buildings,NS 8175:2019 — Sound conditions in buildings,,,,,en,,standard,1,1,
REF-00566,MOHURD,2010,GB 50118-2010 §5.3.4 — Room acoustic performance,GB 50118-2010 §5.3.4 — Room acoustic performance,,,,,en,,standard,1,1,
REF-00567,AIJ,2008,AIJES-S001-2008 — Room acoustic design guidelines,Room acoustic design guidelines,,,,,ca,,standard,1,1,NEEDS_TRANSLATION
REF-00568,BSI,2022,PAS 6463:2022 §10 — Acoustic requirements,PAS 6463:2022 §10 — Acoustic requirements,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00569,BrainXchange / DMA,2011,Dementia and noise: design guidance,Dementia and noise,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00570,"Murgia, S. et al.",2022,Systematic Review of Literature on Speech Intelligibility and Classroom Acoustics in Elementary Scho,Systematic Review of Literature on Speech Intelligibility and Classroom Acoustic,Lang Speech Hear Serv Sch,54,10.1044/2022_LSHSS-21-00181,10.1044/2022_LSHSS-21-00181,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00571,"Devos, H. et al.",2019,Dementia soundscape. PMC6950055. DOI:10.3389/fneur.2019.01286,Dementia soundscape. PMC6950055,,,10.3389/fneur.2019.01286,10.3389/fneur.2019.01286,nl,,,1,0,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00572,CEREMA / DMA,2019,Guide acoustique pour personnes malentendantes,Guide acoustique pour personnes malentendantes,,,,,fr,,standard,2,1,NEEDS_TRANSLATION
REF-00573,"Caniato, M. et al.",2025,NDV acoustic environment requirements. [GREY — DOI required; ScienceDirect 2024/2025],NDV acoustic environment requirements,,,,,fr,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00574,Standards Australia / NZS,2016,AS/NZS 2107:2016 — Acoustics: recommended design sound levels,AS/NZS 2107:2016 — Acoustics,,,,,en,,standard,2,1,
REF-00575,SBi,n.d.,SBi-anvisning 218 — DA school acoustics,SBi-anvisning 218 — DA school acoustics,,,,,en,,standard,1,1,
REF-00576,"Wroblewski, M. et al.",2012,Effects of reverberation on speech recognition. Ear Hear 33(6):731–744. PMID:22732772. DOI:10.1097/A,Effects of reverberation on speech recognition. ,Ear Hear,33,10.1097/AUD.0b013e31825aecad,10.1097/AUD.0b013e31825aecad,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00577,"Neuman, A.C. et al.",2010,Combined effects of noise and reverberation. Ear Hear 31(3):336–344. PMID:20215967. DOI:10.1097/AUD.,Combined effects of noise and reverberation. ,Ear Hear,31,10.1097/AUD.0b013e3181d3d514,10.1097/AUD.0b013e3181d3d514,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00578,"Iglehart, F.",2016,Speech perception by CI and typical hearing children. AJA 25(2):100–109. PMID:27244568. DOI:10.1044/,Speech perception by CI and typical hearing children. ,AJA,25,10.1044/2016_AJA-15-0064,10.1044/2016_AJA-15-0064,en,,journal_article,1,1,
REF-00579,"Anderson, K.L. & Goldstein, H.",2004,FM and infrared devices for HH children in classroom. LSHSS 35(2):169–184. PMID:15191328. DOI:10.104,FM and infrared devices for HH children in classroom. ,LSHSS,35,10.1044/0161-1461(2004/017,10.1044/0161-1461(2004/017),en,,journal_article,2,1,
REF-00580,"Amlani, A.M. & Russo, T.A.",2016,Negative effect of acoustic panels on listening effort. JAAA 27(10):805–815. PMID:27885976. DOI:10.3,Negative effect of acoustic panels on listening effort. ,JAAA,27,10.3766/jaaa.15096,10.3766/jaaa.15096,en,,journal_article,2,1,
REF-00581,"Prodi, N. & Visentin, C.",2022,Slight RT increase affects performance and listening effort. Ear Hear 43(2):460–476. PMID:34369418. ,Slight RT increase affects performance and listening effort. ,Ear Hear,43,10.1097/AUD.0000000000001110,10.1097/AUD.0000000000001110,en,,journal_article,2,1,
REF-00582,"Spratford, M. et al.",2019,Classroom acoustic recommendations for CHH. AJA 28(4):927–934. PMID:31682768. DOI:10.1044/2019_AJA-1,Classroom acoustic recommendations for CHH. ,AJA,28,10.1044/2019_AJA-19-0041,10.1044/2019_AJA-19-0041,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00583,"McGarrigle, R. et al.",2019,Behavioral measures of listening effort in school-age children. Ear Hear 40(2):381–392. PMID:2990567,Behavioral measures of listening effort in school-age children. ,Ear Hear,40,10.1097/AUD.0000000000000623,10.1097/AUD.0000000000000623,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00584,"Vickers, D.A. et al.",2013,Personal response systems to assess speech perception in classroom. Ear Hear 34(4):491–502. PMID:233,Personal response systems to assess speech perception in classroom. ,Ear Hear,34,10.1097/AUD.0b013e31827ad76f,10.1097/AUD.0b013e31827ad76f,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00585,"Saravanan, G. et al.",2019,Indian classroom listening conditions for HI children. Noise Health 21(99):83–95. PMID:32174643. DOI,Indian classroom listening conditions for HI children. ,Noise Health,21,10.4103/nah.NAH_15_19,10.4103/nah.NAH_15_19,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00586,"Wu, Y.H. & Bentler, R.A.",2012,Audiovisual ceiling performance and reverberation. Ear Hear 33(5):604–614. PMID:22677815. DOI:10.109,Audiovisual ceiling performance and reverberation. ,Ear Hear,33,10.1097/AUD.0b013e31825641e4,10.1097/AUD.0b013e31825641e4,en,,journal_article,2,1,
REF-00587,"Reinhart, P. et al.",2019,Digital noise reduction and reverberation interactions. JAAA 31(1):17–29. PMID:31267958. DOI:10.3766,Digital noise reduction and reverberation interactions. ,JAAA,31,10.3766/jaaa.18048,10.3766/jaaa.18048,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00588,"Iglehart, F.",2004,CI children with sound-field systems in classrooms. AJA 13(1):62–72. PMID:15248805. DOI:10.1044/1059,CI children with sound-field systems in classrooms. ,AJA,13,10.1044/1059-0889(2004/009,10.1044/1059-0889(2004/009),en,,journal_article,1,1,
REF-00589,"Black, M.H. et al.",2022,Built environment for autistic individuals: systematic review. Autism 26(4):1014–1034. PMID:35695710,Built environment for autistic individuals,Autism,26,10.1177/13623613221102753,10.1177/13623613221102753,ca,,journal_article,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00590,"Dunn, W.",1997,The impact of sensory processing abilities on daily life. Infant Young Child 9(4):23,The impact of sensory processing abilities on daily life,Infant Young Child,9,,10.1097/00001163-199704000-00005,en,,journal_article,1,1,
REF-00591,"Allen, C.",1988,Cognitive disabilities framework (CDM). Am J Occup Ther,Cognitive disabilities framework (CDM). Am J Occup Ther,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00592,"Mostafa, M.",2021,ASPECTSS 2.0 — Autism ASPECTSS Design Index. Front Psychiatry. DOI:10.3389/fpsyt.2021.727353,Autism ASPECTSS Design Index. Front Psychiatry,,,10.3389/fpsyt.2021.727353,10.3389/fpsyt.2021.727353,en,,standard,1,1,
REF-00593,"Law, M. et al.",1996,The Person-Environment-Occupation model. Can J Occup Ther 63(1):9,The Person-Environment-Occupation model,Can J Occup Ther,63,,10.1177/000841749606300103,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00594,(author TBC),n.d.,Ambient bright light RCT — ScienceDirect [GREY — DOI required before publication],Ambient bright light RCT — ScienceDirect,,,,,en,,grey,,0,
REF-00595,(author TBC),n.d.,24-week cluster RCT — MDPI [GREY — DOI required before publication],24-week cluster RCT — MDPI,,,,,en,,grey,,0,
REF-00596,(author TBC),2024,Systematic review of therapeutic lighting — Solarlits [GREY — DOI required],Systematic review of therapeutic lighting — Solarlits,,,,,en,,grey,,0,
REF-00597,Arbetsmiljöverket,2019,Swedish Work Environment Authority — lighting in workplace guidance,Swedish Work Environment Authority — lighting in workplace guidance,,,,,en,,standard,1,1,
REF-00598,IWBI,2024,WELL Building Standard v2 Feature 54: Circadian Lighting Design,WELL Building Standard v2 Feature 54,,,,,en,,standard,1,1,
REF-00599,Chromaviso / DemensCentrum Aarhus,n.d.,Circadian lighting in dementia care — DemensCentrum DA,Circadian lighting in dementia care — DemensCentrum DA,,,,,en,,standard,2,1,
REF-00600,IEEE,2015,IEEE 1789-2015 — Recommended practices for modulating current in LED lighting for risk mitigation,Recommended practices for modulating current in LED lighting for risk mitigation,,,,,en,,standard,1,1,
REF-00601,"Murgia, S., Webster, J., Cantor Cutiva, L.C. & Bottalico, P.",2023,Systematic Review of Literature on Speech Intelligibility and Classroom Acoustics in Elementary Scho,Systematic Review of Literature on Speech Intelligibility and Classroom Acoustic,Lang Speech Hear Serv Sch,54,10.1044/2022_LSHSS-21-00181,10.1044/2022_LSHSS-21-00181,en,,journal_article,2,1,
REF-00602,(author TBC),2025,Binaural study: hearing-impaired listeners and reverberation. PLOS ONE. DOI:10.1371/journal.pone.031,Binaural study,,,10.1371/journal.pone.0317266,10.1371/journal.pone.0317266,en,,,,0,SOURCE_TYPE_UNKNOWN
REF-00603,ISO,2009,ISO 3382-1:2009 — Measurement of room acoustic parameters,ISO 3382-1:2009 — Measurement of room acoustic parameters,,,,,en,,standard,1,1,
REF-00604,ASA,2010,ANSI/ASA S12.60-2010 — Acoustical Performance Criteria for Schools,ANSI/ASA S12.60-2010 — Acoustical Performance Criteria for Schools,,,,,en,,standard,1,1,
REF-00605,"Cueille, R., Lavandier, M. & Grimault, N.",2022,Effects of reverberation on speech intelligibility in noise for hearing-impaired listeners. R Soc Op,Effects of reverberation on speech intelligibility in noise for hearing-impaired,,,10.1098/rsos.210342,10.70675/a61fcc72z8908z40adzbf2bz9fef6240d2ce,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00606,[Authors TBC — Korean],2022,Investigation of the Appropriate Reverberation Time in Learning Spaces for Elderly People Using Spee,Investigation of the Appropriate Reverberation Time in Learning Spaces for Elder,Buildings,12,,,en,,journal_article,1,1,
REF-00607,[Authors TBC],2024,Adaptation to Reverberation for Speech Perception: A Systematic Review. PMC11384524,Adaptation to Reverberation for Speech Perception,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00608,"Unwin, K.L. et al.",2021,A sequential mixed-methods approach to MSE research. Res Dev Disabil 118:104061,A sequential mixed-methods approach to MSE research. Res Dev Disabil 118:104061,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00609,"Unwin, K.L. et al.",2024,Patterns of equipment use in sensory rooms. Autism 28:644–655,Patterns of equipment use in sensory rooms. Autism 28:644–655,,,,10.1177/13623613231180266,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00610,Architecture & Access / Amaze,2025,Neuroinclusive design guidance,Neuroinclusive design guidance,,,,,fr,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00611,"Leonardi, S., Di Cara, M., Giliberto, S. et al.",2025,The use of multisensory environments in children and adults with ASD: A systematic review. Autism. D,The use of multisensory environments in children and adults with ASD,,,10.1177/13623613251320424,10.1177/13623613251320424,en,,standard,3,0,ET_AL_INCOMPLETE
REF-00612,"De Domenico, C. et al.",2024,Exploring the Usefulness of a Multi-Sensory Environment on Sensory Behaviors in Children with ASD. J,Exploring the Usefulness of a Multi-Sensory Environment on Sensory Behaviors in ,J Clin Med,13,,10.3390/jcm13144162,en,,standard,1,0,ET_AL_INCOMPLETE
REF-00613,"Kim, M.K. & Park, N.K.",2022,Evaluating the Impact of a Multisensory Environment on Target Behaviors of Children with ASD. HERD 1,Evaluating the Impact of a Multisensory Environment on Target Behaviors of Child,,,,10.1177/19375867211050686,en,,standard,2,1,
REF-00614,"Afrin, L.B. et al.",2021,Diagnosis of mast cell activation syndrome: a global consensus-2. Diagnosis 8(2):137–152. DOI:10.151,Diagnosis of mast cell activation syndrome,Diagnosis,8,10.1515/dx-2020-0005,10.1515/dx-2020-0005,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00615,Mast Cell Action,2023,MCAS environmental management guidance,MCAS environmental management guidance,,,,,fr,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00616,CIBSE,2015,CIBSE Guide A: Environmental Design,CIBSE Guide A,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00617,ISO,2006,EN ISO 16000-9 — VOC measurement from building products (chamber method),VOC measurement from building products (chamber method),,,,,en,,standard,1,1,
REF-00618,IWBI,2024,WELL Building Standard v2 — Air Quality feature,WELL Building Standard v2 — Air Quality feature,,,,,en,,standard,1,1,
REF-00619,"Steinemann, A.",2018,Prevalence and effects of MCS. JOEM 60(3):e152-e156. DOI:10.1097/JOM.0000000000001272,Prevalence and effects of MCS. JOEM 60(3):e152-e156,,,10.1097/JOM.0000000000001272,10.1097/JOM.0000000000001272,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00620,ASHRAE,2017,ASHRAE 52.2-2017 — MERV filtration rating standard,MERV filtration rating standard,,,,,en,,standard,1,1,
REF-00621,"Steinemann, A.",2018,Prevalence and effects of multiple chemical sensitivities in Australia. Prev Med Rep 10:191–194. DOI,Prevalence and effects of multiple chemical sensitivities in Australia. Prev Med,,,10.1016/j.pmedr.2018.03.007,10.1016/j.pmedr.2018.03.007,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00622,"Steinemann, A.",2019,"International prevalence of chemical sensitivity, co-prevalences with asthma and autism. Air Qual At","International prevalence of chemical sensitivity, co-prevalences with asthma and",,,10.1007/s11869-019-00672-1,10.1007/s11869-019-00672-1,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00623,"Hausteiner, C. et al.",2005,Self-reported chemical sensitivity in Germany: a population-based survey. Int J Hyg Environ Health 2,Self-reported chemical sensitivity in Germany,,,10.1016/j.ijheh.2005.03.006,10.1016/j.ijheh.2005.03.006,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00624,"Leonardi, S. et al.",2025,Multiple Chemical Sensitivity: an Italian prevalence multicentric survey. Front Public Health. DOI:1,Multiple Chemical Sensitivity,,,10.3389/fpubh.2025.1685040,10.3389/fpubh.2025.1685040,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00625,"Bertone, A. et al.",2021,Scoping review: built environment design and ASD — 21 studies. [GREY — DOI required],Scoping review,,,,,en,,standard,1,0,ET_AL_INCOMPLETE
REF-00626,Tsukuba University,2021,カームダウンスペース — calming space research (JP/US/FR comparison),カームダウンスペース — calming space research (JP/US/FR comparison),,,,,ja,Calm-down space — calming space research (Japan / US / France comparison),,1,1,SOURCE_TYPE_UNKNOWN
REF-00627,筑波大学 (Tsukuba University researchers),2025,感覚過敏及び発達障害傾向を有する人の簡易構造物を用いたカームダウンスペース使用時における生体情報とアンケート回答の傾向分析及び日本・アメリカ・フランスでの実証実験の総合比較. *日本建築学会計画系論文,感覚過敏及び発達障害傾向を有する人の簡易構造物を用いたカームダウンスペース使用時における生体情報とアンケート回答の傾向分析及び日本・アメリカ・フランスでの実証実,,,,,ja,"Analysis of biological information and questionnaire response tendencies when using calm-down spaces with simple structures among persons with sensory hypersensitivity and neurodevelopmental tendencies, with comprehensive comparison of practical experiments conducted in Japan, the United States, and France",standard,1,1,
REF-00628,"Crompton, C.J. et al.",2024,"Collectivist cultures, autism camouflaging, and stigma. [GREY — DOI required]","Collectivist cultures, autism camouflaging, and stigma",,,,10.54014/7sew-4fp4,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00629,UAE (case study),n.d.,"Quiet and simple design — natural light, neutral colours, acoustic and ventilation","Quiet and simple design — natural light, neutral colours, acoustic and ventilati",,,,,en,,,,0,SOURCE_TYPE_UNKNOWN
REF-00630,"Ghazali, R., Md Sakip, S.R. & Samsuddin, I.",2019,Sensory Design of Learning Environment for Autism: Architects awareness? *J Asian Behavioural Studie,Sensory Design of Learning Environment for Autism,,,10.21834/jabs.v4i14.338,10.21834/jabs,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00631,"de Leeuw, A. et al.",2020,Collectivist cultures and autism stigma. [GREY — DOI required],Collectivist cultures and autism stigma,,,,,fr,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00632,(Crompton co-author),2024,Cross-cultural camouflaging study,Cross-cultural camouflaging study,,,,,en,,,,0,SOURCE_TYPE_UNKNOWN
REF-00633,Chilean Congress,2023,Ley de Autismo N°21.545 — first LAC statutory sensory accommodation mandate,Ley de Autismo N°21.545 — first LAC statutory sensory accommodation mandate,,,,,en,,standard,1,1,
REF-00634,(Nigeria Co-1 source),n.d.,"DIY sensory corners in Nigerian homes (foam mats, neutral paint)","DIY sensory corners in Nigerian homes (foam mats, neutral paint)",,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00635,(2024 scoping review),2024,"Sensory room practice — Indonesia, Korea, Italy, France. [GREY — full citation unverified]","Sensory room practice — Indonesia, Korea, Italy, France",,,,,en,,grey,,0,
REF-00636,(India Autism Center),n.d.,West Bengal outdoor sensory design emphasis (52 acres),West Bengal outdoor sensory design emphasis (52 acres),,,,,en,,,,0,SOURCE_TYPE_UNKNOWN
REF-00637,"Al Khatib, H. et al.",2024,A systematic review of the impact of therapeutical biophilic design. *Frontiers in Built Environment,A systematic review of the impact of therapeutical biophilic design. *Frontiers ,,,10.3389/fbuil.2024.1467692,10.3389/fbuil,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00638,"Gonçalves, G., Sousa, C., Fernandes, M.J., Almeida, N. & Sousa, A.",2023,Restorative Effects of Biophilic Workplace and Nature Exposure during Working Time: A Systematic Rev,Restorative Effects of Biophilic Workplace and Nature Exposure during Working Ti,,,10.3390/ijerph20216986,10.3390/ijerph20216986,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00639,"Tekin, B.H., Corcoran, R. & Urbano Gutiérrez, R.",2023,A Systematic Review and Conceptual Framework of Biophilic Design Parameters in Clinical Environments,A Systematic Review and Conceptual Framework of Biophilic Design Parameters in C,,,10.1177/19375867221118675,10.1177/19375867221118675,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00640,"Liu, Y., Zhang, J., Liu, C. & Yang, Y.",2024,A Review of Attention Restoration Theory: Implications for Designing Restorative Environments. *Sust,A Review of Attention Restoration Theory,,,10.3390/su16093639,10.3390/su16093639,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00641,"Latiff, A. et al.",2024,Biophilic outdoor transitional zones for NDV populations,Biophilic outdoor transitional zones for NDV populations,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00642,"Simpson, K., Adams, D. & Dargue, N.",2025,Built school environment and autistic students: Systematic review. Int J Inclusive Educ. [GREY — DOI,Built school environment and autistic students,,,,10.1080/13603116.2025.2589290,en,,grey,2,1,
REF-VERIFIED-001,Schroeder & Steinfeld,1979,The Estimated Cost of Accessible Buildings,The Estimated Cost of Accessible Buildings,,,,,en,,standard,2,1,
REF-VERIFIED-002,"Koontz, Cooper, Boninger, Yang, Impink, van der Woude",2005,A kinetic analysis of manual wheelchair propulsion during start-up on select indoor and outdoor surf,A kinetic analysis of manual wheelchair propulsion during start-up on select ind,,,,,en,,journal_article,2,1,
REF-VERIFIED-003,Lalumiere et al.,2022,Manual wheelchair biomechanics while overcoming various environmental barriers: A systematic review,Manual wheelchair biomechanics while overcoming various environmental barriers,,,,10.1371/journal.pone.0269657,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-VERIFIED-004,Björk et al.,1997,Assessments of disability in women with rheumatoid arthritis in relation to grip force and pain,Assessments of disability in women with rheumatoid arthritis in relation to grip,,,,10.3109/09638289709166440,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-VERIFIED-005,International Electrotechnical Commission,2014,IEC 60118-4 Edition 3.0: Electroacoustics – Hearing aids – Part 4: Induction-loop systems for hearin,IEC 60118-4 Edition 3.0,,,,,en,,standard,1,1,
REF-VERIFIED-006,International Organization for Standardization,2019,ISO 23599: Tactile walking surface indicators,ISO 23599,,,,,en,,standard,1,1,
REF-VERIFIED-007,Fire Industry Association (UK),2022,Fire Alarm Considerations for People with Sensory Sensitivities,Fire Alarm Considerations for People with Sensory Sensitivities,,,,,en,,standard,1,1,
REF-VERIFIED-008,Bluetooth Special Interest Group,2022,Bluetooth LE Audio + Auracast Broadcast Audio,Bluetooth LE Audio + Auracast Broadcast Audio,,,,,en,,standard,1,1,
REF-VERIFIED-009,"Erber, N.P.",1974,"Effects of Angle, Distance, and Illumination on Visual Reception of Speech by Profoundly Deaf Childr","Effects of Angle, Distance, and Illumination on Visual Reception of Speech by Pr",,,,10.1044/jshr.1701.99,en,,journal_article,1,1,
REF-VERIFIED-010,"Christogianni, A. et al.",2022,Heat and cold sensitivity in multiple sclerosis,Heat and cold sensitivity in multiple sclerosis,,,,10.1016/j.msard.2022.104075,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-VERIFIED-011,"Frohman, T., Davis, S., Beh, S. et al.",2013,Uhthoff phenomena in MS — clinical features and pathophysiology,Uhthoff phenomena in MS — clinical features and pathophysiology,,,,10.1038/nrneurol.2013.98,en,,journal_article,3,0,ET_AL_INCOMPLETE
REF-VERIFIED-012,"Griggs, K.E., Havenith, G., Price, M.J., Goosey-Tolfrey, V.L.",2019,Evaporative heat loss insufficient to attain heat balance at rest in individuals with a spinal cord ,Evaporative heat loss insufficient to attain heat balance at rest in individuals,,,,10.1152/japplphysiol.00893.2018,en,,journal_article,4,1,
REF-00700,Unknown (Cairn.info review),2022,Les espaces Snoezelen : quelle efficacité ? Revue Médecine 2022(7):316,Les espaces Snoezelen,,,,10.1684/med.2022.792,en,,journal_article,1,1,
